listing_id,id,date,reviewer_id,reviewer_name,review_scores_rating,comments
75109,67024319,2016-03-26,2134737,Aaron,100,"I had a wonderful stay in Melbourne with Karen, Jim and their family and friends.  Karen welcomed me to a clean, comfortable room with lots of lights and two fresh towels (after three months backpacking a real towel is such a luxury!).  They were very courteous to my schedule  and my coming and going, and allowing free use of the kitchen, porch and living room as I pleased... I was free to be as integrated with their home, or apart from it, as I liked which is a wonderful way to treat a visitor.  As described, the house is in one of the more quiet suburbs of Melbourne but getting downtown is a short walk to the train station and a short trip to Flinders, CBD and the rest of the city.  I highly recommend."
74548,138072380,2017-03-18,16700171,Aaron,99,"Mario and his apartment are amazing and I highly recommend staying here. It's in a great location, the room and ensuite are very comfortable and well equipped, the building has a great pool, spa, sauna and gym.... And it's in the heart of the CBD. Mario is a wealth of knowledge and is a fantasticly warm and friendly host."
75109,55167952,2015-11-28,48892613,Aaron,96,"the house is nice and clean, Karen and her family is very nice person and welcoming. the bedroom is good and the bed is soft. I am dog lover so I love to play with the big dog and the kitty. "
74715,322300,2011-06-19,605654,Aaron,100,"Walter, Amanda, Caitlin and Sugar went well above and beyond to make us all feel welcome in their home.  They were comfortable letting us come and go, and also having us right there in the thick of it with them.  We really felt just like part of the family. Just what we needed having left our families back home in NZ to relocate to Oz.  Thanks for all the extra help, support and advice guys, you made the first week in our new home city so much easier!"
72576,161125550,2017-06-17,64361967,Aaronjames,0,Ramona have a lovely cosy home that accomodated to all our needs. The location is good and allowed us to walk or tram to the city easily and there is plently of yummy food nearby! 
78143,117104170,2016-12-04,30129615,Ab,93,A very comfortable stay with a great location. 
268849,429408844,2019-03-27,129820688,Abbey,0,Both hosts are incredible and were overly helpful when I got myself into a sticky situation. The apartment was beauitful with stunning veiws. 10/10 would recommend
51592,1248581,2012-05-08,146258,Abbey,100,"michelle's place is absolutely stunning!! i cant say a single bad thing about it. there are so many tiny little things that add to all the grand aspects. like seeing a huge city clock from outside one of the windows, the swing in the center of the room, the shower head that feels like heavy rain. What was especially great is how quite it is even on weekend. you cant hear a thing of whats going on in the city streets. the bed is like a cloud. Michelle was so flexible with picking up the keys and check in and check out times. She was quickly responsive and lovely to communicate with. The best experience vie had through airbnb to date.  "
51592,434912682,2019-04-08,252672094,Abbey,96,Nice place with an excellent location.
297350,466014914,2019-06-08,263346097,Abbid,96,Nice and decent person
50492,200296399,2017-10-05,25377993,Abbie,94,"A cute apartment in a great location. There's a supermarket and tram stops just a few minutes walk away. A short walk to the beach and an excellent kids adventure playground just round the corner. Loved the small but well chosen collection of books and DVDs on offer, although we din't have that much time to  utilise them! Frank and Vince were very quick to respond to any communication  or query."
229430,4618024,2013-05-15,6245643,Abby,90,Daniela was a pleasure to stay with in such a modern and tidy apartment. She was very friendly and so helpful with info and advise. I highly recommend staying here and would do again. Thanks
78143,298900864,2018-07-30,175260149,Abby,93,Good house 
41836,184497882,2017-08-20,142410408,Abby,87,Great host. Very organised and clean. Diana parents are best host you can wish for. The place is close to train station around 12 min walk. Room is nice and warm.
241263,139138769,2017-03-23,2829640,Abdul,0,Gloria is such a wonderful host. Her apartment is very comfortable and clean. She made sure that your stay is perfect. I am so lucky to have chosen her apartment. The bathroom and shower were excellent! I had a nice sleep on the comfortable bed. The communications were very easy and she was very flexible. I recommend her apartment to everyone. 
297350,117364795,2016-12-06,51199346,Abdul,97,"Ryan is a good host. He is flexible with our check in time and give us a tour around his uniquely decorated house when we arrived. He also respected our privacy and even gave us a free upgrade on our bedroom.

Its sad that I cant meet him when I checked out as I had an early flight."
307630,116260909,2016-11-28,93455121,Abdullah,0,It was nice getting to know Sharyn. She is very nice and super friendly person and the location of the house is in the heart of Melbourne CBD very close to everything. We enjoyed our stay. Would definitely recommend it..
313648,123824300,2016-12-30,26449448,Abdullah,96,"We were visiting Melbourne for the Boxing Day Test Match and found it to be the perfect location (it is only a few minutes walk to the MCG). The famed Fitzroy Gardens are also a stone's throw away. Public transport is very near and you can commute to and from the city with very ease.

The apartment itself is nicely kept and very sufficient. Haydn was a very good host and ensured that we had no issues during our stay. Haydn was also kind enough to show us the neighborhood and take us to the nearest shopping center when we first arrived. Would recommend the place for people who want to be close to the CBD while staying in a suburb with a lot of character and culture."
72576,361141559,2018-12-22,46868759,Abe,0,Great room great host highly recommended.
74548,69731497,2016-04-13,22540470,Abed El Rahman,95,The host canceled this reservation 20 days before arrival. This is an automated posting.
150729,395246,2011-07-25,729943,Abhijith,93,"Ramona was a great host, she makes you feel warm and welcome the moment you enter her home. Her home is fascinating with art on the walls, antique clocks and rugs, and organic things in the kitchen ! She is great to have a conversation with as well.  She is also knowledgeable about Melbourne and helps you in getting to know the city. I would definitely come back to her home.  "
38271,121921388,2016-12-19,71086234,Abhilash,96,A good place for families to stay . Loved the pin board where we can pin down the place we come from . Individual bedrooms with comfortable beds is one of the biggest boon.  Lack of an induction stove is a slight setback. Extremely friendly host with an amazing house makes this place a lovely place to stay with family . 
47100,524159,2011-09-12,876699,Abigail,91,"Loren and Ruth were fantastic hosts and we loved our time staying with them. The apartment is conveniently located near the tram stop and Richmond itself has lots of cafes, restaurants and pubs if you don't want to venture far in the evening. We had full days sightseeing and it was brilliant to come back to a homely flat for a chat - and the bed is amazingly comfy! We would really recommend staying with them if you're in Melbourne!"
47100,2839033,2012-11-08,2950503,Abigail,96,"Me and my mum had an absolute great time staying at Loren and Ruth's house. It is just lovely, the vintage feel was awesome and we felt very much at home which was whats important. Coming home everyday from a long day out was like coming home to my own house coz it was that cozy and homey. The place is so near everything, literally a few steps away from the tram stops, cafes, restos and shops!! You wont get (Email hidden by Airbnb) munication was very quick and easy between me and Loren and i felt comfortable already even if we hadn't met yet.  It was nice meeting Ruth although it was quick but definitely would love to meet Loren on our next trip which i can assure you it is where we would stay again! Many many thanks again!"
307630,1031178,2012-03-22,1599333,Abigail,99,"My husband and I relocated to Melbourne in late February and decided to stay with Sharyn for our first month in the city.  I cannot state emphatically enough how pleased I am we decided to do so!  Sharyn is the ideal host: She has tremendous knowledge about the city, is very outgoing and friendly and she is always good for a laugh :)  That said, we also had enough personal space that Hayward Ln really felt like a home for the time we were there.  Be it setting up a mobile or bank account or finding a house to rent, Sharyn was an invaluable resource in our move to Melbourne.

So that's for the host, now on to the flat:  The apartment is HUGE for Melbourne City standards and has very unique character and feel.  The rooms are good sized, with plenty of room for two people even if you are traveling with an inordinate amount of luggage.  The building itself is not brand new, so if you are looking for something immaculate and cookie-cutter, this is probably not the place for you.  Last but not least, location location location!  The apartment is quite literally in the middle of it all; easy walk to just about anywhere and surrounded by heaps of public transit if you dislike the shoelace express.  

To anyone looking for unique, comfortable and secure lodging in the heart of the city - with a bad ass hostess to boot - then Hayward Ln is the place for you!  Happy trails :)"
47100,1003106,2012-03-15,1789845,Abra,89,"Although Loren was not home during my stay, I couldn't have felt more welcome and looked after – both before my arrival and during my time there!  The directions she provided were extremely thoughtful and clearly written for someone who had no knowledge of Melbourne's layout and transit system (very much appreciated!), and she took the care to leave comprehensive notes to preempt any questions I might have about the place.  On top of going above and beyond in her hosting duties, Loren's home is absolutely gorgeous and was a delight to have had as a homebase during my trip – I contemplated cancelling future travel plans and moving in!"
108032,717388,2011-11-14,497456,Abraham,0,"Great apartment - new, clean & tidy.  It's in a cool building right in the middle of the city.

Camilla was a wonderful host who gave great dinner recommendations and was kindly flexible with our checkout time.

Highly recommended!"
43429,209206438,2017-11-04,78749562,Anonymous,99,"This is a really nice place that I would like to recommend to everyone. Since it's the first time I came to Melbourne, living alone and study alone, Lizzy and Allen helped me a lot. They are so nice , just like my friends, family during this long period of time. Besides, this cozy and quiet house has everything you need, with a beautiful garden, which is really the best for travelling or studying. The location is pretty convenient, you can take 693/742 to Oakleigh Station/Chadstone/Monash Uni, and IGA just within 1-2 minutes walk. A fantasic living for over two months, studying in the private house and enjoying the BBQ on the deck. I'm so glad to meet with Lizzy and Allen and wish to see you again~"
230790,22733235,2014-11-13,21382274,Ada,100,"Great house with great view, lovely furnitures and lots of space. Clare is lovely and check up on us daily to make sure we are happy. Its a great holiday house for big group or family that are driving around Melbourne."
268849,70120427,2016-04-16,52082284,Ada,90,"Mia made us feel very welcome and made sure we were happy throughout our 2 day stay. The apartment was absolutely beautiful, the kitchen had all the necessary utensils to make home made meals, bathroom was very chic and we loved the book display. The BBQ on the balcony was also a nice addition to the space. The neighbors were quiet and there were no disruptions whatsoever. "
72576,60587412,2016-01-25,41767743,Adam,99,Absolutely fantastic house. Very happy with experience. Rock on Ramona!
363278,108151031,2016-10-14,29902315,Adam,93,"Allan was an excellent host and the cottage was lovely. Nothing to fault here at all, listing was accurate, communication was quick and clear, felt very welcome and would definitely stay again. Thanks!"
111001,215135969,2017-11-27,7120437,Adam,0,"Awesome time wish Yulia seeing some of her favourite spots, gardens, walls, and views of the Harajuku area. We had a great time and are sure to look back on the photos as awesome reminders of our trip to Tokyo for years to come. Would recommend for anyone looking for professional portraits in a fashionable and hip atmosphere. "
111001,68601683,2016-04-05,5045481,Adam,80,Dina was a great host and the room was perfect for what we needed. Super close to Albert Park and South Melbourne precinct. Thank you!
15246,148103711,2017-04-30,15597357,Adam,100,"Eleni's place is very clean, tidy and modern without losing its homely touch. From the moment I arrived until the day I left I felt comfortable and happy to be living there. Eleni respected my privacy when I needed it, and was always up for a quick chat when I was feeling sociable. Would gladly stay again in the future!"
161033,13112477,2014-05-19,15294954,Adam,96,Everything about our stay in this cabin was perfect. Highly recommended.
244952,184497007,2017-08-20,731293,Adam,100,Great apartment. Like a little oasis in the middle of town.
263871,6937478,2013-08-31,2984223,Adam,100,"I stayed in this apartment for the month of August. It's very nice - quite, clean, large, well decorated. I thought it was nicer than the pictures suggested. Everything you might need (towels, an iron, etc) is in the apartment. The location is extremely central, and there are some decent cafes and restaurants within a couple of blocks. There was a problem with the wifi in the last week I was in the apartment and it was never resolved, but Eliisa did try hard to help. She's easy to communicate with generally. "
76867,260763711,2018-05-05,4366391,Adam,100,"Judy's place has all necessary basic comforts for a good sound inexpensive hotel stay in Melbourne, with the huge added bonus of having Judy and her big conviviality included. She is a genuinely thoughtful and sanguine person, and for this guest it was a pleasure to connect with her, and have someone to bounce ideas off. The apartment is in the hub of South Melbourne, which I appreciated as I wanted to really be a tourist and checked out the NGV, ACMI, theatres, ferry trips on the Yarra River, etc. And getting a good well priced lunch was really easy just moments from Judy's place. 
I wouldn't hesitate to recommend Judy and her room as a host, or to use her facilities again myself."
268849,39058956,2015-07-20,35934166,Adam,100,"Mia's apartment is great and was well above expectations. 
Lot's of thought and love given to the space, and Mia was more than welcoming. Couldn't more highly recommend.  "
363278,35035957,2015-06-14,9626460,Adam,89,"My stay at Alan's on the weekend was my first Air Bnb experience and I couldn't have been happier with it. The house is in a great central location in Fitzroy but tucked away in a secluded street. If you weren't looking, you wouldn't see it. So it's central but peaceful. I awoke my first morning to Alan's homemade bread, a pot of tea, a warm fireplace and Jack dog and Meg cat. Jack is a beautiful creature you'll want to take home with you.
The  host is friendly, kind and respectful. And generous. Alan offered to, and did drive me to Hawthorne to a conference I was attending.
The house is immaculately kept, oozing charm and very, very warm.
If you're flying solo this is the shot. It beats returning an empty hotel room anyday and will save you a few bucks too. Alan was also very flexible with check out time the next day. I got the impression I was welcome as long  I liked. Thanks Alan."
10803,38208795,2015-07-13,13836558,Adam,96,Nice room + Nice host = Nice stay! Thanks
307630,2256647,2012-09-10,3457062,Adam,0,"Sharyn is a very nice and accommodating host. Was keen to chat and helpful in offering recommendations for places to eat and see.

We were only there for 24hours so really only needed a bed. Room and bathroom were sufficient.
A pity about the construction site literally out the window, lucky we were so tired that we were able to sleep through the jack-hammering!

Thanks,
Adam"
363278,57065263,2015-12-21,9548160,Adam,96,Staying with Alan was a joy.  Very helpful and great to have a chat with.
283257,68699404,2016-04-06,24558434,Adam,95,"The apartment was fantastic! As well as being clean and spacious, it had a kitchen full of utensils and our hosts had very kindly prepared a sort of 'welcome basket' with the essentials. There are two bathrooms, one essentially an en suite to the main bedroom upstairs. Our hosts Lulu and Michael couldn't have been more helpful. The location means that the main shopping streets of Fitzroy are barely a 5 minute walk away: you'll find lots of cafes and shops, and at night it comes alive with bars. The main Melbourne CBD is only 15-20mins away by tram."
315513,104992634,2016-09-29,92425632,Adam,90,"We had a brilliant week there, the hosts were amazing and the house was beautiful. Couldn't fault anything with our stay and would recommend it to anyone.  We would 100% stay there again"
244952,103487063,2016-09-22,34493527,Adam,90,"We needed a place to use as a temporary base to find permanent accommodation and the Treehouse met our needs. Close to CBD. Close to friends we know. Close to various trams and bus options for getting out and about to the CBD and other suburbs. Fitzroy's a good location for bars and cafes to suit most tastes and the apartment's super close to the lovely Carlton Gardens park.

The accommodation itself is quiet and bright, has everything you'd expect and the bed was super comfy which is awesome and rare outside of hotels."
244952,3723062,2013-03-08,2426101,Adam,0,"We spent a lovely few days at Rebecca's apartment. The location is perfect, nice and close to the action, but far enough away for peace and quiet at night. Rebecca was overseas during our booking, but communication was swift and easy. Rebecca allowed us to leave our bags at the apartment after check-out and pick them up later which was a big help. The bed is nice and comfortable and I'm surprised no-one has mentioned the wonderful shower. The water pressure was incredible. I'll miss this the most. I'd go for Argo Loves Company over Slowpoke for coffee down the road. Labor in Vain is a great little unpretentious pub for a quiet drink and some some cool tunes, just round the corner. My only gripe would be that the apartment was very hot and stuffy. Rebecca supplied a fan, but it didn't really cut it. Luckily we only used the apartment to sleep. We were out all the time. This may be of concern if you were looking at a long stay in summer.

I'll certainly be looking forward to returning to Rebecca's treehouse on my next visit to Melbourne."
241263,351432828,2018-11-22,14622560,Adam,98,"Wonderful place, amazing location, and Gloria is a positively warm and welcoming host. Would stay again in a heartbeat! Thank you Gloria!"
215787,7808139,2013-10-04,1400878,Adam & Danielle,100,"Super apartment in a great location. Marilyn is an excellent host and has clean towels and linens ready on arrival. There is a nice kitchen with all crockery, cookware and utensils. The location is 10 minutes from the CBD and just around the corner from Richmond's many cafes and eateries."
307630,3643868,2013-02-26,1095587,Adam & Rob,100,Great central location and perfect for our needs for one night in Melbourne. Sharon was very welcoming and accommodating. 
244952,10260454,2014-02-10,7161918,Adele,99,"Great location, comfortable bed, good, shower, thanks very much Rebecca!"
252381,55516724,2015-12-01,2257913,Adele,99,"Great neighborhood to get  a flat white (coffee) and feel like a Melbournian! Apartment as described, clean and comfy. Frank and Vince were accommodating with our early arrival time."
10803,472107310,2019-06-19,45038845,Adele,93,Lindsay's place is conveniently situated very near a main tram-stop. The tram-ride into the CBD is around half-an-hour and once in the CBD the tram conveniently passes Southern Cross train Station.  Close to the accommodation there is a cafe or two and a pub. There is also a flight of stairs up to the accommodation so this could be a bit awkward for some.
80986,613924,2011-10-10,948965,Adeline,0,"Frank and Vince are born to host. Before we arrived, they answered all our queries promptly and patiently. After we arrived, Frank and Vince were super nice. They lugged our baby elephant luggages up three flights of steps, and kindly gave us late checkouts too. Their apartment is stylish, cosy, clean and well stocked with towels, utensils... all of life's essentials... What's more, the location is superb. Surrounded by lots of green, interesting streets and cafes. I'm grateful for the experience and would definitely stay with Frank and Vince again. "
47100,698663,2011-11-07,271255,Adeline,98,"Loren's place was like a gallery. Her pieces there unique and everything just compliment each other. It was very cosy with the orange lightings. We had a very comfortable stay. You have access to the tram. It takes 20 minutes or so to the CBD where there is train station. My cousin and I did not have a chance to meet Loren in person. However, this did not hinder the check-in and check-out. She is very fast in responding our texts and emails. =)"
310594,3692709,2013-03-04,1643179,Adeola,99,We would thoroughly recommend a stay at the Treehouse. It close to some great cafes and restaurants and it has great transport links near by. Bridget was really accommodating and flexible with check in/check out times which was a great help. The actual house was as great as the photos. We would stay there again the   next time we are in Melbourne.
74548,460312120,2019-05-29,234953897,Adge,98,"Mario's place is quite convenient to the trams, trains, and many fun places to check out. He is super friendly and more than welcoming!! I found this perfect for the single traveler and will return on my next visit!!"
74548,76282843,2016-05-26,72295100,Adham,94,It was great staying with Mario. The place is perfectly clean and tidy. The apartment is in a great location with easy access to everything. Mario os a very respectable person. Will definitely be looking forward to staying there again with my next visit. 
307630,90675953,2016-08-01,4721383,Adrian,0,"Good location, comfy bed, superb shower.
Sharyn was a helpful and courteous host.
Dogs are gorgeous"
74548,88070372,2016-07-23,77603657,Adrian,0,"I felt welcome fro when I got here, Mario made sure I had a seamless check in from where I was coming from.
Nice place and a nice location. Close to shops and trams :)"
86369,212624207,2017-11-18,4038222,Adrian,94,Jerry is very knowledgeable and friendly. He has a great eye for photos and was able to show us many cool spots throughout the experience.
74959,52772961,2015-11-01,8090043,Adrian,0,Linda was always available and very friendly. The house was in an excellent location with a great room and guest bathroom. Staying with Linda was a great experience.
108032,394816,2011-07-25,12386,Adrian,100,perfect location and an attentive host!
268849,165111095,2017-06-30,73236405,Adrian,0,Plesant stay close to shops and restaurants. Mia was also a really amazing host. 
240410,237672882,2018-02-23,7058541,Adrian,99,This apartment is in a lovely quite location but yet close to the city and plenty of great local cafes and restaurants. I really like older places and this one offers that but with all the modern comforts.
167067,64545823,2016-03-05,41471388,Adrian,80,"We had a nice week at Johns place.
A great and friendly host.(having great chats ;)) 
Nice room /everything very clean
And close to train and bus
We enjoyed our stay  
Thanks John!!"
